label,score,housenumber,id,name,postcode,citycode,x,y,city,context,type,importance,street,lon,lat,full_adress,banId,oldcitycode,oldcity,_type
1988 Avenue de l’Europe 69480 Anse,0.726272396694215,1988,69009_0032_01988,1988 Avenue de l’Europe,69480,69009,832648.29,6540189.55,Anse,"69, Rhône, Auvergne-Rhône-Alpes",housenumber,0.62536,Avenue de l’Europe,4.712489,45.948467,1988 AVENUE DE L EUROPE 69009 ANSE,3652c0b2-c2bf-46f9-8cc5-c2a772dd1609,,,
18bis Avenue de la Liberation 69480 Anse,0.6329215311004784,18bis,69009_0070_00018_bis,18bis Avenue de la Liberation,69480,69009,833132.45,6539052.1,Anse,"69, Rhône, Auvergne-Rhône-Alpes",housenumber,0.5674,Avenue de la Liberation,4.718418,45.938132,18 B AVENUE DE LA LIBERATION 69009 ANSE,40817fa2-7f8b-4e47-9e35-301ff9829c95,,,
360 Avenue du Pré aux Moutons 69480 Anse,0.7445495104895105,360,69009_0126_00360,360 Avenue du Pré aux Moutons,69480,69009,833052.25,6539265.28,Anse,"69, Rhône, Auvergne-Rhône-Alpes",housenumber,0.57466,Avenue du Pré aux Moutons,4.717443,45.940067,360 AVENUE DU PRE AUX MOUTONS 69009 ANSE,702593ba-92d8-4b0d-96fe-3777d66ac69e,,,
164 Rue Pasteur 69480 Anse,0.6729527272727273,164,69009_0112_00164,164 Rue Pasteur,69480,69009,832523.99,6538902.7,Anse,"69, Rhône, Auvergne-Rhône-Alpes",housenumber,0.56248,Rue Pasteur,4.710525,45.936906,164 RUE PASTEUR 69009 ANSE,c6af8816-bc5c-454a-93d2-6168ccdd6fd2,,,
1 Route de la croisée 74200 Anthy-sur-Léman,0.745165974025974,1,74013_0075_00001,1 Route de la croisée,74200,74013,963872.88,6589745.31,Anthy-sur-Léman,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.48254,Route de la croisée,6.432803,46.356004,1 ROUTE DE LA CROISEE 74013 ANTHY-SUR-LEMAN,,,,address
16 Boulevard Albert 1er 06600 Antibes,0.7646396103896103,16,06004_0060_00016,16 Boulevard Albert 1er,06600,06004,1032953.19,6284198.08,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.69675,Boulevard Albert 1er,7.122619,43.5786,16 BOULEVARD ALBERT 1ER 6004 ANTIBES,,,,
15 Boulevard Albert 1er 06600 Antibes,0.7646396103896103,15,06004_0060_00015,15 Boulevard Albert 1er,06600,06004,1032972.65,6284220.47,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.69675,Boulevard Albert 1er,7.122874,43.578792,15 BOULEVARD ALBERT 1ER 6004 ANTIBES,,,,address
3 Avenue Barquier 06600 Antibes,0.7348132601880878,3,06004_0310_00003,3 Avenue Barquier,06600,06004,1033196.01,6284023.02,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.63467,Avenue Barquier,7.125507,43.576913,3 AVENUE BARQUIER 6004 ANTIBES,,,,
25 Rue Bricka 06160 Antibes,0.7185436363636364,25,06004_0560_00025,25 Rue Bricka,06160,06004,1031590.42,6283326.15,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70398,Rue Bricka,7.105215,43.571404,25 RUE BRICKA 6004 ANTIBES,,,,
23 Rue Bricka 06160 Antibes,0.7185436363636364,23,06004_0560_00023,23 Rue Bricka,06160,06004,1031610.2,6283320.84,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70398,Rue Bricka,7.105456,43.571347,23 RUE BRICKA 6004 ANTIBES,,,,
1 Rue Bricka 06160 Antibes,0.7117254545454544,1,06004_0560_00001,1 Rue Bricka,06160,06004,1031857.54,6283302.77,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70398,Rue Bricka,7.108501,43.571069,1 RUE BRICKA 6004 ANTIBES,,,,
13 Boulevard Charles Guillaumont 06160 Antibes,0.7868538842975206,13,06004_0690_00013,13 Boulevard Charles Guillaumont,06160,06004,1031468.54,6283242.57,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.67812,Boulevard Charles Guillaumont,7.103655,43.57071,13 BOULEVARD CHARLES GUILLAUMONT 6004 ANTIBES,,,,
8 Rue d'Alger 06600 Antibes,0.71105,8,06004_0067_00008,8 Rue d'Alger,06600,06004,1032613.58,6284420.29,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.62155,Rue d'Alger,7.118565,43.580756,8 RUE D ALGER 6004 ANTIBES,,,,address
2 Rue d'Alger 06600 Antibes,0.71105,2,06004_0067_00002,2 Rue d'Alger,06600,06004,1032631.66,6284520.29,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.62155,Rue d'Alger,7.118853,43.581646,2 RUE D ALGER 6004 ANTIBES,,,,
310 Chemin de Beauvert 06600 Antibes,0.7588800534759357,310,06004_0420_00310,310 Chemin de Beauvert,06600,06004,1031888.1,6286145.21,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.67121,Chemin de Beauvert,7.110709,43.596595,310 CHEMIN DE BEAUVERT 6004 ANTIBES,,,,address
57 Chemin de Beauvert 06600 Antibes,0.7552339669421487,57,06004_0420_00057,57 Chemin de Beauvert,06600,06004,1032102.55,6286110.54,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.67121,Chemin de Beauvert,7.113338,43.596183,57 CHEMIN DE BEAUVERT 6004 ANTIBES,,,,
28 Avenue de Cannes 06160 Antibes,0.7515660997067449,28,06004_0600_00028,28 Avenue de Cannes,06160,06004,1030462.47,6283606.22,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.71884,Avenue de Cannes,7.091455,43.574447,28 AVENUE DE CANNES 6004 ANTIBES,,,,address
3 Avenue de Cannes 06160 Antibes,0.7471672727272727,3,06004_0600_00003,3 Avenue de Cannes,06160,06004,1030958.04,6283681.58,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.71884,Avenue de Cannes,7.097628,43.574893,3 AVENUE DE CANNES 6004 ANTIBES,,,,
970 Chemin de Fontmerle 06600 Antibes,0.7599396103896103,970,06004_1180_00970,970 Chemin de Fontmerle,06600,06004,1031201.62,6284932.35,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.64505,Chemin de Fontmerle,7.101442,43.586018,970 CHEMIN DE FONTMERLE 6004 ANTIBES,,,,
1025 Route de Grasse 06600 Antibes,0.7568327272727272,1025,06004_1450_01025,1025 Route de Grasse,06600,06004,1030612.26,6285757.12,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73141,Route de Grasse,7.094686,43.593704,1025 ROUTE DE GRASSE 6004 ANTIBES,,,,
191 Route de Saint Jean 06600 Antibes,0.7675305194805193,191,06004_3200_00191,191 Route de Saint Jean,06600,06004,1031654.22,6284687.24,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.72855,Route de Saint Jean,7.106879,43.583604,191 ROUTE DE SAINT JEAN 6004 ANTIBES,,,,
728 Chemin des Quatre Chemins 06600 Antibes,0.6142488583509513,728,06004_2850_00728,728 Chemin des Quatre Chemins,06600,06004,1032165.18,6286865.46,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68697,Chemin des Quatre Chemins,7.114599,43.602937,728 CHEMIN DES 4 CHEMINS 6004 ANTIBES,,,,
151 Chemin des Quatre Chemins 06600 Antibes,0.6142488583509513,151,06004_2850_00151,151 Chemin des Quatre Chemins,06600,06004,1032698.1,6286785.77,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68697,Chemin des Quatre Chemins,7.121137,43.601971,151 CHEMIN DES 4 CHEMINS 6004 ANTIBES,,,,
Chemin des Ames du Purgatoire 06600 Antibes,0.7204445454545455,,06004_0110,Chemin des Ames du Purgatoire,06600,06004,1030994.59,6285572.42,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",street,0.72489,Chemin des Ames du Purgatoire,7.099294,43.591866,695 CHEMIN DES AMES DU PURGATOIRE 6004 ANTIBES,,,,address
530 Chemin des Ames du Purgatoire 06600 Antibes,0.793171818181818,530,06004_0110_00530,530 Chemin des Ames du Purgatoire,06600,06004,1030827.39,6285368.31,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.72489,Chemin des Ames du Purgatoire,7.097096,43.59011,530 CHEMIN DES AMES DU PURGATOIRE 6004 ANTIBES,,,,
19 Chemin des Autrichiens 06600 Antibes,0.771701253071253,19,06004_0257_00019,19 Chemin des Autrichiens,06600,06004,1031536.33,6284305.05,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70493,Chemin des Autrichiens,7.105176,43.580225,19 CHEMIN DES AUTRICHIENS 6004 ANTIBES,,,,
14 Avenue des Chênes 06600 Antibes,0.7540690909090908,14,06004_luz0sb_00014,14 Avenue des Chênes,06600,06004,1032957.23,6283558.69,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70101,Avenue des Chênes,7.122256,43.572853,14 AVENUE DES CHENES 6004 ANTIBES,,,,
874 Chemin des Combes 06600 Antibes,0.760446694214876,874,06004_0760_00874,874 Chemin des Combes,06600,06004,1030584.06,6286252.12,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.72855,Chemin des Combes,7.094655,43.598165,874 CHEMIN DES COMBES 6004 ANTIBES,,,,
Chemin des Combes 06600 Antibes,0.6612731404958677,,06004_0760,Chemin des Combes,06600,06004,1030613.87,6286179.66,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",street,0.72855,Chemin des Combes,7.094977,43.5975,594 CHEMIN DES COMBES 6004 ANTIBES,,,,
180 Chemin des Combes 06600 Antibes,0.760446694214876,180,06004_0760_00180,180 Chemin des Combes,06600,06004,1031100.47,6285863.5,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.72855,Chemin des Combes,7.10079,43.594432,180 CHEMIN DES COMBES 6004 ANTIBES,,,,
160 Chemin des Combes 06600 Antibes,0.760446694214876,160,06004_0760_00160,160 Chemin des Combes,06600,06004,1031113.19,6285839.68,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.72855,Chemin des Combes,7.100932,43.594212,160 CHEMIN DES COMBES 6004 ANTIBES,,,,address
6 Allée des Géraniums 06600 Antibes,0.7497048760330578,6,06004_1402_00006,6 Allée des Géraniums,06600,06004,1032968.34,6283985.41,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.61039,Allée des Géraniums,7.122669,43.576682,6 ALLEE DES GERANIUMS 6004 ANTIBES,,,,address
80 Chemin des Hautes Bréguières 06600 Antibes,0.7858498520084566,80,06004_1540_00080,80 Chemin des Hautes Bréguières,06600,06004,1032140.36,6286963.0,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.69086,Chemin des Hautes Bréguières,7.114355,43.603825,80 CHEMIN DES HAUTES BREGUIERES 6004 ANTIBES,,,,
9 Rue des Palmiers 06600 Antibes,0.7428372727272726,9,06004_2430_00009,9 Rue des Palmiers,06600,06004,1033314.54,6284579.9,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.67121,Rue des Palmiers,7.127332,43.581861,9 RUE DES PALMIERS 6004 ANTIBES,,,,
847 Chemin des Rastines 06600 Antibes,0.7679396103896102,847,06004_2870_00847,847 Chemin des Rastines,06600,06004,1030873.0,6286735.77,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73305,Chemin des Rastines,7.098538,43.602376,847 CHEMIN DES RASTINES 6004 ANTIBES,,,,
47 Chemin des Sables 06160 Antibes,0.7549899999999999,47,06004_3050_00047,47 Chemin des Sables,06160,06004,1032530.68,6283002.65,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.71114,Chemin des Sables,7.116626,43.568057,47 CHEMIN DES SABLES 6004 ANTIBES,,,,
7 Avenue Docteur Dautheville 06160 Antibes,0.7763927272727272,7,06004_0920_00007,7 Avenue Docteur Dautheville,06160,06004,1032163.71,6283096.92,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.66532,Avenue Docteur Dautheville,7.112152,43.569076,7 AVENUE DOCTEUR DAUTHEVILLE 6004 ANTIBES,,,,
21 Avenue du Châtaignier 06600 Antibes,0.76818,21,06004_0702_00021,21 Avenue du Châtaignier,06600,06004,1032130.07,6284386.39,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.69998,Avenue du Châtaignier,7.112567,43.580678,21 AVENUE DU CHATAIGNIER 6004 ANTIBES,,,,
27 Avenue du Château de l'Espée 06600 Antibes,0.7853716701902748,27,06004_0710_00027,27 Avenue du Château de l'Espée,06600,06004,1032136.75,6285086.88,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6856,Avenue du Château de l'Espée,7.113101,43.586969,27 AVENUE DU CHATEAU DE L ESPEE 6004 ANTIBES,,,,
18 Avenue Docteur Fabre 06160 Antibes,0.7066021052631578,18,06004_0925_00018,18 Avenue Docteur Fabre,06160,06004,1032218.81,6283138.97,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.66736,Avenue Docteur Fabre,7.11286,43.569428,18 AVENUE DU DOCTEUR FABRE 6004 ANTIBES,,,,
19 Avenue du Grand Pin 06600 Antibes,0.7577382352941174,19,06004_1430_00019,19 Avenue du Grand Pin,06600,06004,1032396.55,6283808.43,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65865,Avenue du Grand Pin,7.115488,43.57536,19 AVENUE DU GRAND PIN 6004 ANTIBES,,,,
8 Traverse du Mont Fleuri 06600 Antibes,0.7645539803439804,8,06004_2156_00008,8 Traverse du Mont Fleuri,06600,06004,1031677.22,6284263.97,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.62631,Traverse du Mont Fleuri,7.106891,43.57979,8 TRAVERSE DU MONT FLEURI 6004 ANTIBES,,,,
327 Chemin du Petit Four 06600 Antibes,0.7655645454545454,327,06004_2610_00327,327 Chemin du Petit Four,06600,06004,1032357.08,6286269.05,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.67121,Chemin du Petit Four,7.116587,43.597488,327 CHEMIN DU PETIT FOUR 6004 ANTIBES,,,,address
117 Boulevard Président Wilson 06600 Antibes,0.7413554545454545,117,06004_2783_00117,117 Boulevard Président Wilson,06600,06004,1032284.56,6283083.85,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.113637,43.568902,117 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,address
93 Boulevard Président Wilson 06600 Antibes,0.7380496694214876,93,06004_2783_00093,93 Boulevard Président Wilson,06600,06004,1032378.27,6283344.49,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.114963,43.5712,93 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,
92 Boulevard Président Wilson 06600 Antibes,0.7380496694214876,92,06004_2783_00092,92 Boulevard Président Wilson,06600,06004,1032408.14,6283474.49,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.115416,43.572354,92 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,
89 Boulevard Président Wilson 06600 Antibes,0.7380496694214876,89,06004_2783_00089,89 Boulevard Président Wilson,06600,06004,1032392.9,6283377.42,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.115165,43.571489,89 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,address
61 Boulevard Président Wilson 06600 Antibes,0.7380496694214876,61,06004_2783_00061,61 Boulevard Président Wilson,06600,06004,1032524.86,6283721.97,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.117018,43.574523,61 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,address
29 Boulevard Président Wilson 06600 Antibes,0.7380496694214876,29,06004_2783_00029,29 Boulevard Président Wilson,06600,06004,1032666.51,6284105.42,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.119016,43.577902,29 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,
7 Boulevard Président Wilson 06600 Antibes,0.7345901268498942,7,06004_2783_00007,7 Boulevard Président Wilson,06600,06004,1032769.86,6284261.29,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75491,Boulevard Président Wilson,7.120394,43.579254,7 BOULEVARD DU PRESIDENT WILSON 6004 ANTIBES,,,,
4 Rue du Printemps 06160 Antibes,0.7409945454545454,4,06004_2810_00004,4 Rue du Printemps,06160,06004,1032169.78,6283325.16,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65094,Rue du Printemps,7.112374,43.571124,4 RUE DU PRINTEMPS 6004 ANTIBES,,,,
1005 Chemin du Puy 06600 Antibes,0.7460718181818181,1005,06004_2840_01005,1005 Chemin du Puy,06600,06004,1031810.38,6285657.6,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70679,Chemin du Puy,7.109434,43.59225,1005 CHEMIN DU PUY 6004 ANTIBES,,,,
66 Chemin du Puy 06600 Antibes,0.7363315584415585,66,06004_2840_00066,66 Chemin du Puy,06600,06004,1032497.51,6285231.9,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70679,Chemin du Puy,7.117654,43.588103,66 CHEMIN DU PUY 6004 ANTIBES,,,,
22 Chemin du Puy 06600 Antibes,0.7363315584415585,22,06004_2840_00022,22 Chemin du Puy,06600,06004,1032537.89,6285254.93,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70679,Chemin du Puy,7.118168,43.588291,22 CHEMIN DU PUY 6004 ANTIBES,,,,
10 Chemin de Tanit 06160 Antibes,0.6501354545454545,10,06004_3370_00010,10 Chemin de Tanit,06160,06004,1032554.15,6283543.76,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68274,Chemin de Tanit,7.117265,43.572908,10 CHEMIN DU TANIT 6004 ANTIBES,,,,address
22ter Boulevard du Val Claret 06600 Antibes,0.6804690909090909,22ter,06004_3500_00022_ter,22ter Boulevard du Val Claret,06600,06004,1032923.8,6286329.92,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73516,Boulevard du Val Claret,7.123633,43.597769,22 T BOULEVARD DU VAL CLARET 6004 ANTIBES,,,,
37 Boulevard Dugommier 06600 Antibes,0.7601882352941175,37,06004_0960_00037,37 Boulevard Dugommier,06600,06004,1032636.47,6284717.86,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6856,Boulevard Dugommier,7.11904,43.583419,37 BOULEVARD DUGOMMIER 6004 ANTIBES,,,,
33 Boulevard Dugommier 06600 Antibes,0.7601882352941175,33,06004_0960_00033,33 Boulevard Dugommier,06600,06004,1032648.45,6284685.21,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6856,Boulevard Dugommier,7.119167,43.58312,33 BOULEVARD DUGOMMIER 6004 ANTIBES,,,,
2 Boulevard Dugommier 06600 Antibes,0.7565421487603305,2,06004_0960_00002,2 Boulevard Dugommier,06600,06004,1032734.18,6284410.01,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6856,Boulevard Dugommier,7.120049,43.580607,2 BOULEVARD DUGOMMIER 6004 ANTIBES,,,,address
21 Rue Dulys 06160 Antibes,0.7096590909090909,21,06004_1943_00021,21 Rue Dulys,06160,06004,1031163.95,6283345.49,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68125,Rue Dulys,7.099957,43.571777,21 RUE DULYS 6004 ANTIBES,,,,
17 Rue Dulys 06160 Antibes,0.7096590909090909,17,06004_1943_00017,17 Rue Dulys,06160,06004,1031234.26,6283344.13,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68125,Rue Dulys,7.100825,43.571732,17 RUE DULYS 6004 ANTIBES,,,,address
18 Avenue Guillabert 06600 Antibes,0.7499963636363637,18,06004_1490_00018,18 Avenue Guillabert,06600,06004,1032827.09,6284197.28,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65621,Avenue Guillabert,7.12106,43.578652,18 AVENUE GUILLABERT 6004 ANTIBES,,,,
12 Boulevard Gustave Chancel 06600 Antibes,0.778360909090909,12,06004_1505_00012,12 Boulevard Gustave Chancel,06600,06004,1032679.78,6284342.39,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.68697,Boulevard Gustave Chancel,7.119333,43.580025,12 BOULEVARD GUSTAVE CHANCEL 6004 ANTIBES,,,,
16 Rue James Close 06600 Antibes,0.7447363636363635,16,06004_1670_00016,16 Rue James Close,06600,06004,1033161.83,6284429.02,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6921,Rue James Close,7.125347,43.580577,16 RUE JAMES CLOSE 6004 ANTIBES,,,,
740 Avenue Jules Grec 06600 Antibes,0.760706694214876,740,06004_1760_00740,740 Avenue Jules Grec,06600,06004,1032270.9,6285837.08,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73141,Avenue Jules Grec,7.115243,43.593647,740 AVENUE JULES GREC 6004 ANTIBES,,,,
24 Boulevard Maréchal Foch 06600 Antibes,0.7746108612440192,24,06004_1987_00024,24 Boulevard Maréchal Foch,06600,06004,1032867.54,6284110.69,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.70493,Boulevard Maréchal Foch,7.121504,43.577855,24 BOULEVARD MARECHAL FOCH 6004 ANTIBES,,,,
10 Boulevard Maréchal Leclerc 06600 Antibes,0.7778253658536585,10,06004_2001_00010,10 Boulevard Maréchal Leclerc,06600,06004,1033117.35,6283914.85,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65364,Boulevard Maréchal Leclerc,7.124465,43.575978,10 BOULEVARD MARECHAL LECLERC 6004 ANTIBES,,,,
2 Rue Noblemaire 06600 Antibes,0.7269615584415584,2,06004_2275_00002,2 Rue Noblemaire,06600,06004,1032611.18,6284573.08,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.60372,Rue Noblemaire,7.118634,43.58213,2 RUE NOBLEMAIRE 6004 ANTIBES,,,,
9 Avenue Pasteur 06600 Antibes,0.7349961038961038,9,06004_2480_00009,9 Avenue Pasteur,06600,06004,1032853.15,6284493.01,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6921,Avenue Pasteur,7.121573,43.581297,9 AVENUE PASTEUR 6004 ANTIBES,,,,
25 Avenue Philippe Rochat 06600 Antibes,0.7744957985257985,25,06004_2660_00025,25 Avenue Philippe Rochat,06600,06004,1032316.55,6284924.86,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73567,Avenue Philippe Rochat,7.115219,43.585429,25 AVENUE PHILIPPE ROCHAT 6004 ANTIBES,,,,
11 Avenue Philippe Rochat 06600 Antibes,0.7744957985257985,11,06004_2660_00011,11 Avenue Philippe Rochat,06600,06004,1032423.96,6284900.53,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.73567,Avenue Philippe Rochat,7.116531,43.58516,11 AVENUE PHILIPPE ROCHAT 6004 ANTIBES,,,,
244 Boulevard Pierre Delmas 06600 Antibes,0.7756139860139859,244,06004_2672_00244,244 Boulevard Pierre Delmas,06600,06004,1030962.79,6284333.1,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.6856,Boulevard Pierre Delmas,7.098105,43.580745,244 BOULEVARD PIERRE DELMAS 6004 ANTIBES,,,,
2bis Rue Pierre Loti 06160 Antibes,0.64521788856305,2bis,06004_2680_00002_bis,2bis Rue Pierre Loti,06160,06004,1031334.25,6283479.88,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.7103,Rue Pierre Loti,7.102148,43.572905,2 B RUE PIERRE LOTI 6004 ANTIBES,,,,
132 Boulevard Raymond Poincaré 06160 Antibes,0.7893755844155843,132,06004_2890_00132,132 Boulevard Raymond Poincaré,06160,06004,1031240.67,6283504.17,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75456,Boulevard Raymond Poincaré,7.101007,43.573167,132 BOULEVARD RAYMOND POINCARE 6004 ANTIBES,,,,
72 Boulevard Raymond Poincaré 06160 Antibes,0.7869999113082039,72,06004_2890_00072,72 Boulevard Raymond Poincaré,06160,06004,1031964.64,6283382.81,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75456,Boulevard Raymond Poincaré,7.109876,43.571738,72 BOULEVARD RAYMOND POINCARE 6004 ANTIBES,,,,
58 Boulevard Raymond Poincaré 06160 Antibes,0.7869999113082039,58,06004_2890_00058,58 Boulevard Raymond Poincaré,06160,06004,1032068.98,6283371.11,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.75456,Boulevard Raymond Poincaré,7.111158,43.571584,58 BOULEVARD RAYMOND POINCARE 6004 ANTIBES,,,,
12 Rue Saint Honorat 06160 Antibes,0.7502181818181818,12,06004_3190_00012,12 Rue Saint Honorat,06160,06004,1031734.68,6283239.51,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65865,Rue Saint Honorat,7.106942,43.570558,12 RUE SAINT HONORAT 6004 ANTIBES,,,,
6 Rue Saint Honorat 06160 Antibes,0.7460942815249266,6,06004_3190_00006,6 Rue Saint Honorat,06160,06004,1031734.49,6283330.31,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65865,Rue Saint Honorat,7.106998,43.571374,6 RUE SAINT HONORAT 6004 ANTIBES,,,,
2 Rue Saint Honorat 06160 Antibes,0.7460942815249266,2,06004_3190_00002,2 Rue Saint Honorat,06160,06004,1031737.64,6283367.65,Antibes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",housenumber,0.65865,Rue Saint Honorat,7.107061,43.571708,2 RUE SAINT HONORAT 6004 ANTIBES,,,,
3 Allee de l'Escaut 92160 Antony,0.7100722287390029,3,92002_3165_00003,3 Allee de l'Escaut,92160,92002,647852.82,6848946.22,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.55273,Allee de l'Escaut,2.290891,48.738529,3 ALLEE DE L ESCAUT 92002 ANTONY,613e858a-0f56-4567-b37c-71bf6795de86,,,
